2026-03-10-09-16,447 root INFO use_lora: True
2026-03-10-09-16,448 root INFO reinit: False
2026-03-10-09-16,448 root INFO mix_anti: True
2026-03-10-09-16,448 root INFO epoch: 3
2026-03-10-09-16,448 root INFO max_unlearn_steps: 300
2026-03-10-09-16,448 root INFO beta: 0.1
2026-03-10-09-16,448 root INFO ster_weight: 0.4
2026-03-10-09-16,448 root INFO anti_weight: 0.4
2026-03-10-09-16,448 root INFO kl_weight: 0.2
2026-03-10-09-16,448 root INFO ster_batch_size: 4
2026-03-10-09-16,448 root INFO batch_size: 28
2026-03-10-09-16,448 root INFO lr: 5e-05
2026-03-10-09-16,448 root INFO max_ster_loss: 100
2026-03-10-09-16,448 root INFO model_name: openai-community/gpt2
2026-03-10-09-16,448 root INFO model_save_dir: gpt-m-new_paper
2026-03-10-09-16,448 root INFO save_every: 50
2026-03-10-09-16,448 root INFO eval_every: 30
2026-03-10-09-16,448 root INFO log_file: logs/gpt-m-new_paper.rank0.log
2026-03-10-09-16,964 root INFO name_head:
2026-03-10-09-16,965 root INFO target_modules: ['attn.c_proj', 'attn.c_attn'] 
 LoraConfig(task_type=<TaskType.CAUSAL_LM: 'CAUSAL_LM'>, peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, peft_version='0.18.1', base_model_name_or_path=None, revision=None, inference_mode=False, r=8, target_modules={'attn.c_attn', 'attn.c_proj'}, exclude_modules=None, lora_alpha=16, lora_dropout=0.1, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', trainable_token_indices=None, loftq_config={}, eva_config=None, corda_config=None, use_dora=False, alora_invocation_tokens=None, use_qalora=False, qalora_group_size=16, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False), lora_bias=False, target_parameters=None, arrow_config=None, ensure_weight_tying=False)
2026-03-10-09-16,555 root INFO num_training_steps,300
2026-03-10-09-16,556 root INFO len(ster_dataloader) * args.epoch11964
2026-03-10-09-16,677 root INFO len ster_dataloader
2026-03-10-09-16,677 root INFO 3988
2026-03-10-09-16,363 root INFO batch: 0, lr: 0.00000500 ster_lm: 3.898, ster_ref_lm: 3.826, neg_log_ratio: 0.072, loss_npo(w): 5.516, anti(w): 1.761, kl(w): 1.586, total: 8.864
2026-03-10-09-16,861 root INFO batch: 11, lr: 0.00004971 ster_lm: 5.046, ster_ref_lm: 4.901, neg_log_ratio: 0.144, loss_npo(w): 5.488, anti(w): 1.757, kl(w): 1.641, total: 8.885
2026-03-10-09-16,339 root INFO batch: 12, lr: 0.00004957 ster_lm: 4.889, ster_ref_lm: 4.145, neg_log_ratio: 0.745, loss_npo(w): 5.253, anti(w): 1.760, kl(w): 1.582, total: 8.595
2026-03-10-09-16,100 root INFO batch: 13, lr: 0.00004943 ster_lm: 3.975, ster_ref_lm: 3.642, neg_log_ratio: 0.333, loss_npo(w): 5.413, anti(w): 1.665, kl(w): 1.614, total: 8.691
2026-03-10-09-16,39 root INFO batch: 14, lr: 0.00004929 ster_lm: 3.611, ster_ref_lm: 3.584, neg_log_ratio: 0.027, loss_npo(w): 5.534, anti(w): 1.858, kl(w): 1.606, total: 8.998
2026-03-10-09-16,59 root INFO batch: 15, lr: 0.00004914 ster_lm: 4.856, ster_ref_lm: 4.714, neg_log_ratio: 0.142, loss_npo(w): 5.489, anti(w): 1.813, kl(w): 1.580, total: 8.881
2026-03-10-09-17,90 root INFO batch: 16, lr: 0.00004900 ster_lm: 4.947, ster_ref_lm: 4.936, neg_log_ratio: 0.011, loss_npo(w): 5.541, anti(w): 1.917, kl(w): 1.603, total: 9.061
2026-03-10-09-17,121 root INFO batch: 17, lr: 0.00004886 ster_lm: 5.842, ster_ref_lm: 5.506, neg_log_ratio: 0.336, loss_npo(w): 5.412, anti(w): 1.752, kl(w): 1.603, total: 8.766
2026-03-10-09-17,155 root INFO batch: 18, lr: 0.00004871 ster_lm: 4.377, ster_ref_lm: 4.128, neg_log_ratio: 0.248, loss_npo(w): 5.446, anti(w): 1.745, kl(w): 1.507, total: 8.698
2026-03-10-09-17,196 root INFO batch: 19, lr: 0.00004857 ster_lm: 5.548, ster_ref_lm: 5.132, neg_log_ratio: 0.416, loss_npo(w): 5.380, anti(w): 1.732, kl(w): 1.584, total: 8.696
2026-03-10-09-17,237 root INFO batch: 20, lr: 0.00004843 ster_lm: 4.750, ster_ref_lm: 4.340, neg_log_ratio: 0.410, loss_npo(w): 5.383, anti(w): 1.911, kl(w): 1.635, total: 8.929
2026-03-10-09-17,244 root INFO batch: 21, lr: 0.00004829 ster_lm: 4.671, ster_ref_lm: 4.021, neg_log_ratio: 0.650, loss_npo(w): 5.289, anti(w): 1.771, kl(w): 1.632, total: 8.693
2026-03-10-09-17,288 root INFO batch: 22, lr: 0.00004814 ster_lm: 4.269, ster_ref_lm: 4.133, neg_log_ratio: 0.136, loss_npo(w): 5.491, anti(w): 1.875, kl(w): 1.565, total: 8.931
2026-03-10-09-17,352 root INFO batch: 23, lr: 0.00004800 ster_lm: 3.415, ster_ref_lm: 3.404, neg_log_ratio: 0.011, loss_npo(w): 5.541, anti(w): 1.828, kl(w): 1.599, total: 8.968
2026-03-10-09-17,398 root INFO batch: 24, lr: 0.00004786 ster_lm: 5.986, ster_ref_lm: 5.669, neg_log_ratio: 0.317, loss_npo(w): 5.419, anti(w): 1.846, kl(w): 1.527, total: 8.792
2026-03-10-09-17,439 root INFO batch: 25, lr: 0.00004771 ster_lm: 4.053, ster_ref_lm: 3.939, neg_log_ratio: 0.115, loss_npo(w): 5.499, anti(w): 1.867, kl(w): 1.654, total: 9.019
2026-03-10-09-17,499 root INFO batch: 26, lr: 0.00004757 ster_lm: 4.378, ster_ref_lm: 4.137, neg_log_ratio: 0.241, loss_npo(w): 5.449, anti(w): 1.655, kl(w): 1.602, total: 8.706
2026-03-10-09-17,548 root INFO batch: 27, lr: 0.00004743 ster_lm: 4.116, ster_ref_lm: 3.948, neg_log_ratio: 0.168, loss_npo(w): 5.478, anti(w): 1.708, kl(w): 1.608, total: 8.795
2026-03-10-09-17,602 root INFO batch: 28, lr: 0.00004729 ster_lm: 3.697, ster_ref_lm: 3.392, neg_log_ratio: 0.304, loss_npo(w): 5.424, anti(w): 1.883, kl(w): 1.636, total: 8.943
2026-03-10-09-17,594 root INFO batch: 29, lr: 0.00004714 ster_lm: 5.558, ster_ref_lm: 5.295, neg_log_ratio: 0.263, loss_npo(w): 5.440, anti(w): 1.877, kl(w): 1.578, total: 8.896
2026-03-10-09-17,639 root INFO batch: 30, lr: 0.00004700 ster_lm: 3.944, ster_ref_lm: 3.643, neg_log_ratio: 0.300, loss_npo(w): 5.426, anti(w): 1.729, kl(w): 1.668, total: 8.823
2026-03-10-09-17,693 root INFO batch: 31, lr: 0.00004686 ster_lm: 5.001, ster_ref_lm: 4.814, neg_log_ratio: 0.187, loss_npo(w): 5.471, anti(w): 1.885, kl(w): 1.606, total: 8.962
2026-03-10-09-17,451 root INFO batch: 32, lr: 0.00004671 ster_lm: 4.201, ster_ref_lm: 3.863, neg_log_ratio: 0.338, loss_npo(w): 5.411, anti(w): 1.674, kl(w): 1.638, total: 8.723
2026-03-10-09-17,463 root INFO batch: 33, lr: 0.00004657 ster_lm: 3.808, ster_ref_lm: 3.603, neg_log_ratio: 0.205, loss_npo(w): 5.464, anti(w): 1.992, kl(w): 1.567, total: 9.023
2026-03-10-09-17,521 root INFO batch: 34, lr: 0.00004643 ster_lm: 4.354, ster_ref_lm: 4.194, neg_log_ratio: 0.161, loss_npo(w): 5.481, anti(w): 1.622, kl(w): 1.620, total: 8.722
2026-03-10-09-17,578 root INFO batch: 35, lr: 0.00004629 ster_lm: 4.301, ster_ref_lm: 3.959, neg_log_ratio: 0.342, loss_npo(w): 5.410, anti(w): 1.874, kl(w): 1.615, total: 8.899
2026-03-10-09-17,515 root INFO batch: 36, lr: 0.00004614 ster_lm: 4.344, ster_ref_lm: 4.234, neg_log_ratio: 0.110, loss_npo(w): 5.501, anti(w): 1.795, kl(w): 1.650, total: 8.947
2026-03-10-09-17,49 root INFO batch: 37, lr: 0.00004600 ster_lm: 4.939, ster_ref_lm: 4.942, neg_log_ratio: -0.003, loss_npo(w): 5.546, anti(w): 1.919, kl(w): 1.643, total: 9.108
2026-03-10-09-17,559 root INFO batch: 38, lr: 0.00004586 ster_lm: 4.274, ster_ref_lm: 4.260, neg_log_ratio: 0.014, loss_npo(w): 5.540, anti(w): 2.055, kl(w): 1.566, total: 9.160
2026-03-10-09-17,54 root INFO batch: 39, lr: 0.00004571 ster_lm: 5.430, ster_ref_lm: 5.169, neg_log_ratio: 0.260, loss_npo(w): 5.442, anti(w): 1.869, kl(w): 1.640, total: 8.951
2026-03-10-09-17,542 root INFO batch: 40, lr: 0.00004557 ster_lm: 3.913, ster_ref_lm: 3.611, neg_log_ratio: 0.302, loss_npo(w): 5.425, anti(w): 1.783, kl(w): 1.458, total: 8.666
2026-03-10-09-17,31 root INFO batch: 41, lr: 0.00004543 ster_lm: 3.271, ster_ref_lm: 3.444, neg_log_ratio: -0.173, loss_npo(w): 5.615, anti(w): 1.887, kl(w): 1.589, total: 9.091
2026-03-10-09-17,522 root INFO batch: 42, lr: 0.00004529 ster_lm: 5.211, ster_ref_lm: 4.970, neg_log_ratio: 0.242, loss_npo(w): 5.449, anti(w): 1.825, kl(w): 1.675, total: 8.949
2026-03-10-09-17,28 root INFO batch: 43, lr: 0.00004514 ster_lm: 3.407, ster_ref_lm: 3.308, neg_log_ratio: 0.099, loss_npo(w): 5.506, anti(w): 1.953, kl(w): 1.664, total: 9.122
2026-03-10-09-17,536 root INFO batch: 44, lr: 0.00004500 ster_lm: 4.303, ster_ref_lm: 4.015, neg_log_ratio: 0.288, loss_npo(w): 5.431, anti(w): 1.912, kl(w): 1.615, total: 8.957
2026-03-10-09-17,33 root INFO batch: 45, lr: 0.00004486 ster_lm: 4.562, ster_ref_lm: 4.620, neg_log_ratio: -0.058, loss_npo(w): 5.568, anti(w): 1.708, kl(w): 1.712, total: 8.988
2026-03-10-09-17,528 root INFO batch: 46, lr: 0.00004471 ster_lm: 5.039, ster_ref_lm: 4.733, neg_log_ratio: 0.305, loss_npo(w): 5.424, anti(w): 1.759, kl(w): 1.623, total: 8.806
2026-03-10-09-17,23 root INFO batch: 47, lr: 0.00004457 ster_lm: 4.164, ster_ref_lm: 4.227, neg_log_ratio: -0.063, loss_npo(w): 5.570, anti(w): 1.884, kl(w): 1.695, total: 9.150
2026-03-10-09-17,523 root INFO batch: 48, lr: 0.00004443 ster_lm: 4.257, ster_ref_lm: 4.005, neg_log_ratio: 0.253, loss_npo(w): 5.445, anti(w): 1.760, kl(w): 1.559, total: 8.764
2026-03-10-09-17,25 root INFO batch: 49, lr: 0.00004429 ster_lm: 4.275, ster_ref_lm: 4.171, neg_log_ratio: 0.103, loss_npo(w): 5.504, anti(w): 1.870, kl(w): 1.623, total: 8.998
2026-03-10-09-17,525 root INFO batch: 50, lr: 0.00004414 ster_lm: 4.730, ster_ref_lm: 4.289, neg_log_ratio: 0.441, loss_npo(w): 5.371, anti(w): 1.781, kl(w): 1.550, total: 8.701
2026-03-10-09-17,25 root INFO batch: 51, lr: 0.00004400 ster_lm: 5.982, ster_ref_lm: 5.148, neg_log_ratio: 0.833, loss_npo(w): 5.219, anti(w): 1.803, kl(w): 1.544, total: 8.566
2026-03-10-09-17,525 root INFO batch: 52, lr: 0.00004386 ster_lm: 4.652, ster_ref_lm: 4.115, neg_log_ratio: 0.538, loss_npo(w): 5.333, anti(w): 1.882, kl(w): 1.665, total: 8.879
2026-03-10-09-17,24 root INFO batch: 53, lr: 0.00004371 ster_lm: 3.648, ster_ref_lm: 3.348, neg_log_ratio: 0.300, loss_npo(w): 5.426, anti(w): 1.841, kl(w): 1.564, total: 8.831
2026-03-10-09-17,525 root INFO batch: 54, lr: 0.00004357 ster_lm: 3.998, ster_ref_lm: 3.896, neg_log_ratio: 0.102, loss_npo(w): 5.504, anti(w): 1.831, kl(w): 1.616, total: 8.952
2026-03-10-09-17,25 root INFO batch: 55, lr: 0.00004343 ster_lm: 4.677, ster_ref_lm: 4.636, neg_log_ratio: 0.041, loss_npo(w): 5.529, anti(w): 1.856, kl(w): 1.587, total: 8.971
2026-03-10-09-17,550 root INFO batch: 56, lr: 0.00004329 ster_lm: 4.522, ster_ref_lm: 4.361, neg_log_ratio: 0.160, loss_npo(w): 5.481, anti(w): 1.653, kl(w): 1.517, total: 8.651
2026-03-10-09-17,120 root INFO batch: 57, lr: 0.00004314 ster_lm: 5.119, ster_ref_lm: 5.181, neg_log_ratio: -0.062, loss_npo(w): 5.570, anti(w): 1.679, kl(w): 1.564, total: 8.813
2026-03-10-09-17,614 root INFO batch: 58, lr: 0.00004300 ster_lm: 4.379, ster_ref_lm: 4.314, neg_log_ratio: 0.065, loss_npo(w): 5.519, anti(w): 1.729, kl(w): 1.526, total: 8.774
2026-03-10-09-17,106 root INFO batch: 59, lr: 0.00004286 ster_lm: 4.078, ster_ref_lm: 3.910, neg_log_ratio: 0.168, loss_npo(w): 5.478, anti(w): 1.848, kl(w): 1.583, total: 8.909
2026-03-10-09-17,662 root INFO batch: 60, lr: 0.00004271 ster_lm: 4.862, ster_ref_lm: 4.377, neg_log_ratio: 0.485, loss_npo(w): 5.354, anti(w): 1.913, kl(w): 1.566, total: 8.832
2026-03-10-09-17,229 root INFO batch: 61, lr: 0.00004257 ster_lm: 4.154, ster_ref_lm: 3.820, neg_log_ratio: 0.334, loss_npo(w): 5.413, anti(w): 1.730, kl(w): 1.573, total: 8.716
2026-03-10-09-17,754 root INFO batch: 62, lr: 0.00004243 ster_lm: 3.959, ster_ref_lm: 3.818, neg_log_ratio: 0.141, loss_npo(w): 5.489, anti(w): 1.884, kl(w): 1.602, total: 8.974
2026-03-10-09-17,338 root INFO batch: 63, lr: 0.00004229 ster_lm: 4.540, ster_ref_lm: 4.455, neg_log_ratio: 0.085, loss_npo(w): 5.511, anti(w): 1.792, kl(w): 1.562, total: 8.865
2026-03-10-09-17,877 root INFO batch: 64, lr: 0.00004214 ster_lm: 4.853, ster_ref_lm: 4.666, neg_log_ratio: 0.188, loss_npo(w): 5.470, anti(w): 1.746, kl(w): 1.624, total: 8.840
2026-03-10-09-17,388 root INFO batch: 65, lr: 0.00004200 ster_lm: 4.143, ster_ref_lm: 3.978, neg_log_ratio: 0.165, loss_npo(w): 5.479, anti(w): 1.789, kl(w): 1.620, total: 8.888
2026-03-10-09-17,888 root INFO batch: 66, lr: 0.00004186 ster_lm: 4.910, ster_ref_lm: 4.621, neg_log_ratio: 0.289, loss_npo(w): 5.431, anti(w): 1.819, kl(w): 1.623, total: 8.872
2026-03-10-09-17,385 root INFO batch: 67, lr: 0.00004171 ster_lm: 4.563, ster_ref_lm: 4.457, neg_log_ratio: 0.106, loss_npo(w): 5.503, anti(w): 1.763, kl(w): 1.557, total: 8.823
2026-03-10-09-17,879 root INFO batch: 68, lr: 0.00004157 ster_lm: 4.855, ster_ref_lm: 4.683, neg_log_ratio: 0.172, loss_npo(w): 5.477, anti(w): 1.785, kl(w): 1.592, total: 8.853
2026-03-10-09-17,383 root INFO batch: 69, lr: 0.00004143 ster_lm: 4.505, ster_ref_lm: 4.601, neg_log_ratio: -0.096, loss_npo(w): 5.584, anti(w): 1.803, kl(w): 1.566, total: 8.954
2026-03-10-09-17,926 root INFO batch: 70, lr: 0.00004129 ster_lm: 3.821, ster_ref_lm: 3.457, neg_log_ratio: 0.364, loss_npo(w): 5.401, anti(w): 1.897, kl(w): 1.622, total: 8.919
2026-03-10-09-17,445 root INFO batch: 71, lr: 0.00004114 ster_lm: 3.593, ster_ref_lm: 3.508, neg_log_ratio: 0.085, loss_npo(w): 5.511, anti(w): 1.806, kl(w): 1.562, total: 8.879
2026-03-10-09-17,944 root INFO batch: 72, lr: 0.00004100 ster_lm: 4.483, ster_ref_lm: 4.550, neg_log_ratio: -0.067, loss_npo(w): 5.572, anti(w): 1.821, kl(w): 1.535, total: 8.929
2026-03-10-09-17,448 root INFO batch: 73, lr: 0.00004086 ster_lm: 3.033, ster_ref_lm: 2.881, neg_log_ratio: 0.151, loss_npo(w): 5.485, anti(w): 1.899, kl(w): 1.587, total: 8.971
2026-03-10-09-17,961 root INFO batch: 74, lr: 0.00004071 ster_lm: 3.946, ster_ref_lm: 3.587, neg_log_ratio: 0.360, loss_npo(w): 5.403, anti(w): 1.851, kl(w): 1.571, total: 8.825
2026-03-10-09-17,474 root INFO batch: 75, lr: 0.00004057 ster_lm: 5.218, ster_ref_lm: 5.358, neg_log_ratio: -0.139, loss_npo(w): 5.601, anti(w): 1.845, kl(w): 1.566, total: 9.012
2026-03-10-09-17,986 root INFO batch: 76, lr: 0.00004043 ster_lm: 5.158, ster_ref_lm: 5.122, neg_log_ratio: 0.036, loss_npo(w): 5.531, anti(w): 1.920, kl(w): 1.631, total: 9.082
2026-03-10-09-17,500 root INFO batch: 77, lr: 0.00004029 ster_lm: 5.142, ster_ref_lm: 4.507, neg_log_ratio: 0.635, loss_npo(w): 5.295, anti(w): 1.738, kl(w): 1.495, total: 8.528
2026-03-10-09-17,12 root INFO batch: 78, lr: 0.00004014 ster_lm: 3.370, ster_ref_lm: 3.301, neg_log_ratio: 0.069, loss_npo(w): 5.518, anti(w): 1.864, kl(w): 1.541, total: 8.922
2026-03-10-09-17,524 root INFO batch: 79, lr: 0.00004000 ster_lm: 4.180, ster_ref_lm: 3.958, neg_log_ratio: 0.221, loss_npo(w): 5.457, anti(w): 1.977, kl(w): 1.567, total: 9.002
2026-03-10-09-17,39 root INFO batch: 80, lr: 0.00003986 ster_lm: 3.347, ster_ref_lm: 3.227, neg_log_ratio: 0.120, loss_npo(w): 5.497, anti(w): 1.907, kl(w): 1.565, total: 8.969
2026-03-10-09-17,550 root INFO batch: 81, lr: 0.00003971 ster_lm: 4.136, ster_ref_lm: 3.994, neg_log_ratio: 0.143, loss_npo(w): 5.488, anti(w): 1.981, kl(w): 1.612, total: 9.082
2026-03-10-09-17,64 root INFO batch: 82, lr: 0.00003957 ster_lm: 4.182, ster_ref_lm: 3.854, neg_log_ratio: 0.329, loss_npo(w): 5.415, anti(w): 1.770, kl(w): 1.674, total: 8.859
2026-03-10-09-17,578 root INFO batch: 83, lr: 0.00003943 ster_lm: 5.077, ster_ref_lm: 4.885, neg_log_ratio: 0.191, loss_npo(w): 5.469, anti(w): 1.898, kl(w): 1.556, total: 8.924
2026-03-10-09-17,91 root INFO batch: 84, lr: 0.00003929 ster_lm: 4.831, ster_ref_lm: 4.776, neg_log_ratio: 0.055, loss_npo(w): 5.523, anti(w): 1.812, kl(w): 1.596, total: 8.931
2026-03-10-09-17,604 root INFO batch: 85, lr: 0.00003914 ster_lm: 3.496, ster_ref_lm: 3.350, neg_log_ratio: 0.146, loss_npo(w): 5.487, anti(w): 1.826, kl(w): 1.610, total: 8.923
2026-03-10-09-17,118 root INFO batch: 86, lr: 0.00003900 ster_lm: 4.843, ster_ref_lm: 4.740, neg_log_ratio: 0.103, loss_npo(w): 5.504, anti(w): 1.754, kl(w): 1.569, total: 8.827
2026-03-10-09-17,632 root INFO batch: 87, lr: 0.00003886 ster_lm: 4.801, ster_ref_lm: 4.357, neg_log_ratio: 0.444, loss_npo(w): 5.369, anti(w): 1.731, kl(w): 1.571, total: 8.671
2026-03-10-09-17,145 root INFO batch: 88, lr: 0.00003871 ster_lm: 3.887, ster_ref_lm: 3.811, neg_log_ratio: 0.076, loss_npo(w): 5.515, anti(w): 1.916, kl(w): 1.644, total: 9.075
2026-03-10-09-17,659 root INFO batch: 89, lr: 0.00003857 ster_lm: 4.238, ster_ref_lm: 4.094, neg_log_ratio: 0.144, loss_npo(w): 5.488, anti(w): 1.645, kl(w): 1.554, total: 8.687
2026-03-10-09-17,174 root INFO batch: 90, lr: 0.00003843 ster_lm: 4.473, ster_ref_lm: 4.101, neg_log_ratio: 0.373, loss_npo(w): 5.398, anti(w): 1.981, kl(w): 1.555, total: 8.933
2026-03-10-09-17,680 root INFO batch: 91, lr: 0.00003829 ster_lm: 3.833, ster_ref_lm: 3.510, neg_log_ratio: 0.323, loss_npo(w): 5.417, anti(w): 1.950, kl(w): 1.586, total: 8.953
2026-03-10-09-17,191 root INFO batch: 92, lr: 0.00003814 ster_lm: 4.138, ster_ref_lm: 3.989, neg_log_ratio: 0.149, loss_npo(w): 5.486, anti(w): 1.953, kl(w): 1.600, total: 9.039
2026-03-10-09-17,702 root INFO batch: 93, lr: 0.00003800 ster_lm: 4.594, ster_ref_lm: 4.520, neg_log_ratio: 0.074, loss_npo(w): 5.516, anti(w): 1.807, kl(w): 1.577, total: 8.900
2026-03-10-09-17,334 root INFO batch: 94, lr: 0.00003786 ster_lm: 5.123, ster_ref_lm: 4.664, neg_log_ratio: 0.459, loss_npo(w): 5.364, anti(w): 1.896, kl(w): 1.572, total: 8.831
2026-03-10-09-17,841 root INFO batch: 95, lr: 0.00003771 ster_lm: 4.488, ster_ref_lm: 4.406, neg_log_ratio: 0.082, loss_npo(w): 5.513, anti(w): 1.824, kl(w): 1.544, total: 8.881
2026-03-10-09-17,415 root INFO batch: 96, lr: 0.00003757 ster_lm: 3.918, ster_ref_lm: 3.900, neg_log_ratio: 0.018, loss_npo(w): 5.538, anti(w): 1.807, kl(w): 1.627, total: 8.972
2026-03-10-09-17,0 root INFO batch: 97, lr: 0.00003743 ster_lm: 4.214, ster_ref_lm: 4.248, neg_log_ratio: -0.033, loss_npo(w): 5.559, anti(w): 1.745, kl(w): 1.597, total: 8.900
2026-03-10-09-17,520 root INFO batch: 98, lr: 0.00003729 ster_lm: 4.500, ster_ref_lm: 4.439, neg_log_ratio: 0.062, loss_npo(w): 5.521, anti(w): 1.893, kl(w): 1.575, total: 8.988
2026-03-10-09-17,65 root INFO batch: 99, lr: 0.00003714 ster_lm: 3.606, ster_ref_lm: 3.339, neg_log_ratio: 0.268, loss_npo(w): 5.439, anti(w): 1.889, kl(w): 1.611, total: 8.940
2026-03-10-09-18,793 root INFO batch: 100, lr: 0.00001000 ster_lm: 4.430, ster_ref_lm: 4.427, neg_log_ratio: 0.003, loss_npo(w): 5.544, anti(w): 1.630, kl(w): 1.325, total: 8.499
2026-03-10-09-18,240 root INFO batch: 101, lr: 0.00002000 ster_lm: 5.610, ster_ref_lm: 5.623, neg_log_ratio: -0.013, loss_npo(w): 5.550, anti(w): 1.793, kl(w): 1.401, total: 8.744
2026-03-10-09-18,702 root INFO batch: 102, lr: 0.00003000 ster_lm: 3.497, ster_ref_lm: 3.495, neg_log_ratio: 0.002, loss_npo(w): 5.544, anti(w): 1.666, kl(w): 1.400, total: 8.611
2026-03-10-09-18,146 root INFO batch: 103, lr: 0.00004000 ster_lm: 4.778, ster_ref_lm: 4.785, neg_log_ratio: -0.008, loss_npo(w): 5.548, anti(w): 1.672, kl(w): 1.412, total: 8.633
